date,BEN,CH4,CO,EBE,NMHC,NO,NO_2,NOx,O_3,PM10,PM25,SO_2,TCH,TOL,station
2018-02-19 16:00:00,,,,,,2.0,16.0,18.0,,5.0,3.0,,,,28079048
2018-02-19 17:00:00,,,,,,2.0,15.0,17.0,,2.0,1.0,,,,28079048
2018-02-19 18:00:00,,,,,,2.0,23.0,26.0,,3.0,2.0,,,,28079048
2018-02-19 19:00:00,,,,,,1.0,26.0,28.0,,5.0,4.0,,,,28079048
2018-02-19 20:00:00,,,,,,1.0,34.0,36.0,,7.0,5.0,,,,28079048
2018-02-19 21:00:00,,,,,,1.0,32.0,34.0,,3.0,2.0,,,,28079048
2018-02-19 22:00:00,,,,,,1.0,30.0,31.0,,3.0,2.0,,,,28079048
2018-02-19 23:00:00,,,,,,1.0,19.0,21.0,,5.0,4.0,,,,28079048
2018-02-20 00:00:00,,,,,,1.0,16.0,18.0,,3.0,3.0,,,,28079048
2018-02-20 01:00:00,,,,,,1.0,16.0,18.0,,3.0,2.0,,,,28079048
2018-02-20 02:00:00,,,,,,1.0,20.0,22.0,,2.0,2.0,,,,28079048
2018-02-20 03:00:00,,,,,,1.0,15.0,16.0,,1.0,1.0,,,,28079048
2018-02-20 04:00:00,,,,,,3.0,20.0,25.0,,3.0,3.0,,,,28079048
2018-02-20 05:00:00,,,,,,1.0,12.0,14.0,,3.0,3.0,,,,28079048
2018-02-20 06:00:00,,,,,,1.0,16.0,17.0,,2.0,1.0,,,,28079048
2018-02-20 07:00:00,,,,,,2.0,22.0,25.0,,2.0,2.0,,,,28079048
2018-02-20 08:00:00,,,,,,26.0,74.0,114.0,,5.0,4.0,,,,28079048
2018-02-20 09:00:00,,,,,,16.0,78.0,103.0,,10.0,7.0,,,,28079048
2018-02-20 10:00:00,,,,,,16.0,62.0,86.0,,10.0,4.0,,,,28079048
2018-02-20 11:00:00,,,,,,8.0,30.0,43.0,,13.0,2.0,,,,28079048
2018-02-20 12:00:00,,,,,,3.0,19.0,24.0,,6.0,4.0,,,,28079048
2018-02-20 13:00:00,,,,,,4.0,19.0,24.0,,5.0,2.0,,,,28079048
2018-02-20 14:00:00,,,,,,4.0,19.0,25.0,,5.0,2.0,,,,28079048
2018-02-20 15:00:00,,,,,,2.0,13.0,16.0,,4.0,1.0,,,,28079048
2018-02-20 16:00:00,,,,,,3.0,20.0,25.0,,6.0,4.0,,,,28079048
2018-02-20 17:00:00,,,,,,3.0,20.0,25.0,,2.0,1.0,,,,28079048
2018-02-20 18:00:00,,,,,,3.0,24.0,28.0,,3.0,1.0,,,,28079048
2018-02-20 19:00:00,,,,,,2.0,27.0,31.0,,6.0,4.0,,,,28079048
2018-02-20 20:00:00,,,,,,1.0,37.0,39.0,,4.0,1.0,,,,28079048
2018-02-20 21:00:00,,,,,,1.0,29.0,31.0,,2.0,1.0,,,,28079048
2018-02-20 22:00:00,,,,,,1.0,27.0,28.0,,3.0,2.0,,,,28079048
2018-02-20 23:00:00,,,,,,2.0,33.0,36.0,,1.0,1.0,,,,28079048
2018-02-21 00:00:00,,,,,,1.0,39.0,41.0,,1.0,1.0,,,,28079048
2018-02-21 01:00:00,,,,,,1.0,16.0,18.0,,5.0,4.0,,,,28079048
2018-02-21 02:00:00,,,,,,2.0,37.0,39.0,,1.0,1.0,,,,28079048
2018-02-21 03:00:00,,,,,,4.0,44.0,50.0,,3.0,2.0,,,,28079048
2018-02-21 04:00:00,,,,,,6.0,37.0,46.0,,1.0,1.0,,,,28079048
2018-02-21 05:00:00,,,,,,1.0,12.0,13.0,,1.0,1.0,,,,28079048
2018-02-21 06:00:00,,,,,,3.0,21.0,25.0,,1.0,1.0,,,,28079048
2018-02-21 07:00:00,,,,,,1.0,17.0,19.0,,1.0,1.0,,,,28079048
2018-02-21 08:00:00,,,,,,1.0,26.0,28.0,,1.0,1.0,,,,28079048
2018-02-21 09:00:00,,,,,,5.0,42.0,50.0,,1.0,1.0,,,,28079048
2018-02-21 10:00:00,,,,,,11.0,39.0,56.0,,3.0,1.0,,,,28079048
2018-02-21 11:00:00,,,,,,5.0,20.0,26.0,,6.0,2.0,,,,28079048
2018-02-21 12:00:00,,,,,,5.0,20.0,28.0,,7.0,3.0,,,,28079048
2018-02-21 13:00:00,,,,,,6.0,21.0,30.0,,6.0,3.0,,,,28079048
2018-02-21 14:00:00,,,,,,3.0,16.0,21.0,,4.0,2.0,,,,28079048
2018-02-21 15:00:00,,,,,,5.0,20.0,28.0,,9.0,6.0,,,,28079048
2018-02-21 16:00:00,,,,,,4.0,19.0,25.0,,3.0,2.0,,,,28079048
2018-02-21 17:00:00,,,,,,7.0,28.0,39.0,,1.0,1.0,,,,28079048
2018-02-21 18:00:00,,,,,,5.0,31.0,39.0,,2.0,1.0,,,,28079048
2018-02-21 19:00:00,,,,,,3.0,31.0,35.0,,7.0,6.0,,,,28079048
2018-02-21 20:00:00,,,,,,1.0,30.0,32.0,,8.0,7.0,,,,28079048
2018-02-21 21:00:00,,,,,,1.0,35.0,36.0,,4.0,3.0,,,,28079048
2018-02-21 22:00:00,,,,,,1.0,36.0,37.0,,5.0,3.0,,,,28079048
2018-02-21 23:00:00,,,,,,1.0,32.0,33.0,,1.0,1.0,,,,28079048
2018-02-22 00:00:00,,,,,,3.0,25.0,31.0,,1.0,1.0,,,,28079048
2018-02-22 01:00:00,,,,,,1.0,18.0,20.0,,5.0,4.0,,,,28079048
2018-02-22 02:00:00,,,,,,1.0,13.0,14.0,,4.0,4.0,,,,28079048
2018-02-22 03:00:00,,,,,,1.0,11.0,12.0,,4.0,3.0,,,,28079048
2018-02-22 04:00:00,,,,,,1.0,10.0,12.0,,1.0,1.0,,,,28079048
2018-02-22 05:00:00,,,,,,1.0,13.0,15.0,,4.0,3.0,,,,28079048
2018-02-22 06:00:00,,,,,,3.0,23.0,27.0,,2.0,1.0,,,,28079048
2018-02-22 07:00:00,,,,,,4.0,35.0,41.0,,1.0,1.0,,,,28079048
2018-02-22 08:00:00,,,,,,23.0,69.0,104.0,,7.0,6.0,,,,28079048
2018-02-22 09:00:00,,,,,,34.0,80.0,132.0,,9.0,6.0,,,,28079048
2018-02-22 10:00:00,,,,,,41.0,77.0,140.0,,13.0,10.0,,,,28079048
2018-02-22 11:00:00,,,,,,83.0,88.0,215.0,,16.0,10.0,,,,28079048
2018-02-22 12:00:00,,,,,,73.0,90.0,202.0,,25.0,17.0,,,,28079048
2018-02-22 13:00:00,,,,,,74.0,89.0,202.0,,25.0,16.0,,,,28079048
2018-02-22 14:00:00,,,,,,40.0,67.0,128.0,,22.0,13.0,,,,28079048
2018-02-22 15:00:00,,,,,,10.0,34.0,49.0,,18.0,13.0,,,,28079048
2018-02-22 16:00:00,,,,,,5.0,21.0,28.0,,10.0,7.0,,,,28079048
2018-02-22 17:00:00,,,,,,2.0,17.0,21.0,,9.0,6.0,,,,28079048
2018-02-22 18:00:00,,,,,,3.0,24.0,29.0,,11.0,8.0,,,,28079048
2018-02-22 19:00:00,,,,,,3.0,32.0,36.0,,13.0,11.0,,,,28079048
2018-02-22 20:00:00,,,,,,2.0,48.0,50.0,,13.0,11.0,,,,28079048
2018-02-22 21:00:00,,,,,,1.0,50.0,52.0,,13.0,10.0,,,,28079048
2018-02-22 22:00:00,,,,,,1.0,33.0,34.0,,15.0,12.0,,,,28079048
2018-02-22 23:00:00,,,,,,1.0,31.0,33.0,,9.0,7.0,,,,28079048
2018-02-23 00:00:00,,,,,,1.0,25.0,27.0,,9.0,8.0,,,,28079048
2018-02-23 01:00:00,,,,,,1.0,31.0,33.0,,9.0,8.0,,,,28079048
2018-02-23 02:00:00,,,,,,1.0,19.0,21.0,,8.0,6.0,,,,28079048
2018-02-23 03:00:00,,,,,,1.0,18.0,20.0,,7.0,5.0,,,,28079048
2018-02-23 04:00:00,,,,,,1.0,16.0,18.0,,8.0,6.0,,,,28079048
2018-02-23 05:00:00,,,,,,1.0,15.0,16.0,,6.0,5.0,,,,28079048
2018-02-23 06:00:00,,,,,,1.0,17.0,19.0,,5.0,4.0,,,,28079048
2018-02-23 07:00:00,,,,,,4.0,27.0,33.0,,6.0,5.0,,,,28079048
2018-02-23 08:00:00,,,,,,9.0,56.0,69.0,,7.0,5.0,,,,28079048
2018-02-23 09:00:00,,,,,,17.0,73.0,100.0,,10.0,7.0,,,,28079048
2018-02-23 10:00:00,,,,,,31.0,72.0,120.0,,13.0,9.0,,,,28079048
2018-02-23 11:00:00,,,,,,41.0,70.0,134.0,,13.0,6.0,,,,28079048
2018-02-23 12:00:00,,,,,,39.0,64.0,124.0,,20.0,14.0,,,,28079048
2018-02-23 13:00:00,,,,,,5.0,19.0,27.0,,12.0,8.0,,,,28079048
2018-02-23 14:00:00,,,,,,7.0,24.0,34.0,,7.0,4.0,,,,28079048
2018-02-23 15:00:00,,,,,,4.0,20.0,26.0,,7.0,6.0,,,,28079048
2018-02-23 16:00:00,,,,,,6.0,25.0,35.0,,7.0,6.0,,,,28079048
2018-02-23 17:00:00,,,,,,8.0,29.0,42.0,,6.0,5.0,,,,28079048
2018-02-23 18:00:00,,,,,,4.0,28.0,33.0,,7.0,5.0,,,,28079048
2018-02-23 19:00:00,,,,,,8.0,56.0,69.0,,7.0,3.0,,,,28079048
2018-02-23 20:00:00,,,,,,29.0,93.0,138.0,,22.0,4.0,,,,28079048
2018-02-23 21:00:00,,,,,,44.0,106.0,173.0,,13.0,7.0,,,,28079048
2018-02-23 22:00:00,,,,,,36.0,104.0,159.0,,15.0,10.0,,,,28079048
2018-02-23 23:00:00,,,,,,24.0,91.0,127.0,,18.0,12.0,,,,28079048
2018-02-24 00:00:00,,,,,,6.0,70.0,80.0,,19.0,13.0,,,,28079048
2018-02-24 01:00:00,,,,,,12.0,76.0,94.0,,16.0,12.0,,,,28079048
2018-02-24 02:00:00,,,,,,22.0,82.0,116.0,,15.0,12.0,,,,28079048
2018-02-24 03:00:00,,,,,,95.0,109.0,256.0,,17.0,12.0,,,,28079048
2018-02-24 04:00:00,,,,,,43.0,83.0,149.0,,24.0,16.0,,,,28079048
2018-02-24 05:00:00,,,,,,2.0,48.0,51.0,,16.0,12.0,,,,28079048
2018-02-24 06:00:00,,,,,,5.0,66.0,73.0,,13.0,10.0,,,,28079048
2018-02-24 07:00:00,,,,,,4.0,66.0,73.0,,18.0,14.0,,,,28079048
2018-02-24 08:00:00,,,,,,4.0,58.0,64.0,,14.0,10.0,,,,28079048
2018-02-24 09:00:00,,,,,,8.0,55.0,67.0,,9.0,6.0,,,,28079048
2018-02-24 10:00:00,,,,,,18.0,49.0,77.0,,14.0,11.0,,,,28079048
2018-02-24 11:00:00,,,,,,22.0,48.0,82.0,,16.0,12.0,,,,28079048
2018-02-24 12:00:00,,,,,,50.0,71.0,148.0,,23.0,18.0,,,,28079048
2018-02-24 13:00:00,,,,,,24.0,52.0,90.0,,23.0,16.0,,,,28079048
2018-02-24 14:00:00,,,,,,17.0,46.0,73.0,,19.0,14.0,,,,28079048
2018-02-24 15:00:00,,,,,,12.0,40.0,59.0,,19.0,14.0,,,,28079048
2018-02-24 16:00:00,,,,,,7.0,28.0,39.0,,12.0,8.0,,,,28079048
2018-02-24 17:00:00,,,,,,4.0,28.0,35.0,,12.0,9.0,,,,28079048
2018-02-24 18:00:00,,,,,,5.0,38.0,45.0,,14.0,11.0,,,,28079048
2018-02-24 19:00:00,,,,,,9.0,60.0,73.0,,9.0,5.0,,,,28079048
2018-02-24 20:00:00,,,,,,14.0,87.0,109.0,,16.0,12.0,,,,28079048
2018-02-24 21:00:00,,,,,,25.0,108.0,145.0,,19.0,14.0,,,,28079048
2018-02-24 22:00:00,,,,,,21.0,107.0,138.0,,19.0,14.0,,,,28079048
2018-02-24 23:00:00,,,,,,18.0,108.0,135.0,,20.0,15.0,,,,28079048
2018-02-25 00:00:00,,,,,,19.0,110.0,139.0,,19.0,15.0,,,,28079048
2018-02-25 01:00:00,,,,,,66.0,123.0,224.0,,20.0,15.0,,,,28079048
2018-02-25 02:00:00,,,,,,12.0,83.0,102.0,,25.0,19.0,,,,28079048
2018-02-25 03:00:00,,,,,,2.0,53.0,56.0,,19.0,16.0,,,,28079048
2018-02-25 04:00:00,,,,,,3.0,50.0,54.0,,17.0,15.0,,,,28079048
2018-02-25 05:00:00,,,,,,2.0,38.0,42.0,,20.0,17.0,,,,28079048
2018-02-25 06:00:00,,,,,,1.0,28.0,30.0,,18.0,16.0,,,,28079048
2018-02-25 07:00:00,,,,,,1.0,27.0,29.0,,14.0,12.0,,,,28079048
2018-02-25 08:00:00,,,,,,1.0,39.0,41.0,,12.0,10.0,,,,28079048
2018-02-25 09:00:00,,,,,,5.0,53.0,61.0,,14.0,11.0,,,,28079048
2018-02-25 10:00:00,,,,,,7.0,37.0,48.0,,13.0,10.0,,,,28079048
2018-02-25 11:00:00,,,,,,26.0,55.0,96.0,,14.0,11.0,,,,28079048
2018-02-25 12:00:00,,,,,,41.0,70.0,133.0,,25.0,19.0,,,,28079048
2018-02-25 13:00:00,,,,,,31.0,67.0,114.0,,31.0,25.0,,,,28079048
2018-02-25 14:00:00,,,,,,11.0,44.0,61.0,,26.0,22.0,,,,28079048
2018-02-25 15:00:00,,,,,,13.0,47.0,66.0,,24.0,20.0,,,,28079048
2018-02-25 16:00:00,,,,,,6.0,36.0,45.0,,20.0,16.0,,,,28079048
2018-02-25 17:00:00,,,,,,6.0,33.0,42.0,,13.0,9.0,,,,28079048
2018-02-25 18:00:00,,,,,,4.0,38.0,44.0,,12.0,8.0,,,,28079048
2018-02-25 19:00:00,,,,,,6.0,60.0,70.0,,13.0,10.0,,,,28079048
2018-02-25 20:00:00,,,,,,19.0,105.0,134.0,,16.0,13.0,,,,28079048
2018-02-25 21:00:00,,,,,,44.0,130.0,198.0,,20.0,15.0,,,,28079048
2018-02-25 22:00:00,,,,,,18.0,114.0,141.0,,22.0,18.0,,,,28079048
2018-02-25 23:00:00,,,,,,16.0,115.0,139.0,,23.0,19.0,,,,28079048
2018-02-26 00:00:00,,,,,,19.0,113.0,142.0,,23.0,20.0,,,,28079048
2018-02-26 01:00:00,,,,,,21.0,102.0,133.0,,25.0,20.0,,,,28079048
2018-02-26 02:00:00,,,,,,1.0,68.0,70.0,,24.0,20.0,,,,28079048
2018-02-26 03:00:00,,,,,,13.0,87.0,108.0,,24.0,19.0,,,,28079048
2018-02-26 04:00:00,,,,,,33.0,95.0,145.0,,24.0,19.0,,,,28079048
2018-02-26 05:00:00,,,,,,34.0,92.0,144.0,,23.0,18.0,,,,28079048
2018-02-26 06:00:00,,,,,,17.0,83.0,110.0,,21.0,17.0,,,,28079048
2018-02-26 07:00:00,,,,,,13.0,80.0,100.0,,18.0,14.0,,,,28079048
2018-02-26 08:00:00,,,,,,57.0,94.0,182.0,,19.0,16.0,,,,28079048
2018-02-26 09:00:00,,,,,,184.0,121.0,404.0,,23.0,15.0,,,,28079048
2018-02-26 10:00:00,,,,,,139.0,113.0,326.0,,39.0,26.0,,,,28079048
2018-02-26 11:00:00,,,,,,74.0,91.0,205.0,,32.0,22.0,,,,28079048
2018-02-26 12:00:00,,,,,,103.0,109.0,266.0,,31.0,23.0,,,,28079048
2018-02-26 13:00:00,,,,,,58.0,92.0,181.0,,35.0,25.0,,,,28079048
2018-02-26 14:00:00,,,,,,41.0,85.0,148.0,,31.0,22.0,,,,28079048
2018-02-26 15:00:00,,,,,,31.0,75.0,122.0,,30.0,19.0,,,,28079048
2018-02-26 16:00:00,,,,,,19.0,62.0,91.0,,23.0,17.0,,,,28079048
2018-02-26 17:00:00,,,,,,17.0,59.0,85.0,,21.0,14.0,,,,28079048
2018-02-26 18:00:00,,,,,,14.0,65.0,86.0,,22.0,16.0,,,,28079048
2018-02-26 19:00:00,,,,,,14.0,73.0,95.0,,18.0,12.0,,,,28079048
2018-02-26 20:00:00,,,,,,27.0,104.0,146.0,,18.0,13.0,,,,28079048
2018-02-26 21:00:00,,,,,,25.0,108.0,147.0,,18.0,13.0,,,,28079048
2018-02-26 22:00:00,,,,,,8.0,96.0,109.0,,19.0,13.0,,,,28079048
2018-02-26 23:00:00,,,,,,1.0,32.0,34.0,,14.0,10.0,,,,28079048
2018-02-27 00:00:00,,,,,,1.0,19.0,20.0,,10.0,7.0,,,,28079048
2018-02-27 01:00:00,,,,,,1.0,18.0,19.0,,8.0,6.0,,,,28079048
2018-02-27 02:00:00,,,,,,1.0,12.0,13.0,,12.0,9.0,,,,28079048
2018-02-27 03:00:00,,,,,,1.0,8.0,9.0,,10.0,8.0,,,,28079048
2018-02-27 04:00:00,,,,,,1.0,7.0,9.0,,7.0,6.0,,,,28079048
2018-02-27 05:00:00,,,,,,1.0,7.0,8.0,,3.0,2.0,,,,28079048
2018-02-27 06:00:00,,,,,,1.0,7.0,8.0,,2.0,1.0,,,,28079048
2018-02-27 07:00:00,,,,,,1.0,16.0,18.0,,3.0,2.0,,,,28079048
2018-02-27 08:00:00,,,,,,3.0,38.0,43.0,,3.0,1.0,,,,28079048
2018-02-27 09:00:00,,,,,,5.0,60.0,67.0,,6.0,2.0,,,,28079048
2018-02-27 10:00:00,,,,,,5.0,57.0,65.0,,9.0,3.0,,,,28079048
2018-02-27 11:00:00,,,,,,7.0,58.0,69.0,,12.0,9.0,,,,28079048
2018-02-27 12:00:00,,,,,,31.0,80.0,127.0,,10.0,5.0,,,,28079048
2018-02-27 13:00:00,,,,,,88.0,103.0,238.0,,20.0,11.0,,,,28079048
2018-02-27 14:00:00,,,,,,129.0,117.0,315.0,,28.0,18.0,,,,28079048
2018-02-27 15:00:00,,,,,,82.0,105.0,231.0,,30.0,23.0,,,,28079048
2018-02-27 16:00:00,,,,,,71.0,98.0,207.0,,23.0,19.0,,,,28079048
2018-02-27 17:00:00,,,,,,123.0,114.0,304.0,,25.0,19.0,,,,28079048
2018-02-27 18:00:00,,,,,,80.0,102.0,225.0,,29.0,23.0,,,,28079048
2018-02-27 19:00:00,,,,,,58.0,94.0,183.0,,20.0,17.0,,,,28079048
2018-02-27 20:00:00,,,,,,78.0,97.0,217.0,,16.0,13.0,,,,28079048
2018-02-27 21:00:00,,,,,,93.0,102.0,246.0,,18.0,16.0,,,,28079048
2018-02-27 22:00:00,,,,,,89.0,97.0,234.0,,20.0,18.0,,,,28079048
2018-02-27 23:00:00,,,,,,38.0,79.0,137.0,,16.0,14.0,,,,28079048
2018-02-28 00:00:00,,,,,,47.0,82.0,155.0,,10.0,8.0,,,,28079048
2018-02-28 01:00:00,,,,,,52.0,84.0,164.0,,15.0,14.0,,,,28079048
2018-02-28 02:00:00,,,,,,8.0,66.0,78.0,,10.0,10.0,,,,28079048
2018-02-28 03:00:00,,,,,,2.0,45.0,47.0,,10.0,9.0,,,,28079048
2018-02-28 04:00:00,,,,,,1.0,39.0,41.0,,7.0,7.0,,,,28079048
2018-02-28 05:00:00,,,,,,3.0,43.0,48.0,,5.0,5.0,,,,28079048
2018-02-28 06:00:00,,,,,,1.0,46.0,48.0,,5.0,5.0,,,,28079048
2018-02-28 07:00:00,,,,,,9.0,55.0,69.0,,5.0,5.0,,,,28079048
2018-02-28 08:00:00,,,,,,70.0,71.0,177.0,,7.0,7.0,,,,28079048
2018-02-28 09:00:00,,,,,,143.0,95.0,315.0,,10.0,9.0,,,,28079048
2018-02-28 10:00:00,,,,,,110.0,98.0,268.0,,10.0,7.0,,,,28079048
2018-02-28 11:00:00,,,,,,104.0,103.0,262.0,,11.0,8.0,,,,28079048
2018-02-28 12:00:00,,,,,,50.0,89.0,167.0,,13.0,10.0,,,,28079048
2018-02-28 13:00:00,,,,,,29.0,73.0,117.0,,7.0,4.0,,,,28079048
2018-02-28 14:00:00,,,,,,28.0,75.0,118.0,,8.0,5.0,,,,28079048
2018-02-28 15:00:00,,,,,,48.0,87.0,161.0,,9.0,7.0,,,,28079048
2018-02-28 16:00:00,,,,,,19.0,62.0,92.0,,11.0,10.0,,,,28079048
2018-02-28 17:00:00,,,,,,10.0,42.0,57.0,,6.0,4.0,,,,28079048
2018-02-28 18:00:00,,,,,,11.0,55.0,73.0,,4.0,2.0,,,,28079048
2018-02-28 19:00:00,,,,,,12.0,55.0,73.0,,3.0,2.0,,,,28079048
2018-02-28 20:00:00,,,,,,17.0,69.0,96.0,,7.0,6.0,,,,28079048
2018-02-28 21:00:00,,,,,,15.0,77.0,100.0,,7.0,6.0,,,,28079048
2018-02-28 22:00:00,,,,,,11.0,72.0,89.0,,7.0,7.0,,,,28079048
2018-02-28 23:00:00,,,,,,3.0,58.0,63.0,,5.0,4.0,,,,28079048
